TransactionID,Amount,CustomerID,Timestamp,MerchantID,FraudIndicator,TransactionAmount,AnomalyScore,Category,Name,Age,Address,AccountBalance,LastLogin,SuspiciousFlag,MerchantName,Location
122,1.2838747374211363,1167,2022-01-06 01:00:00,2846,0,-0.2713956347620949,0.33677435100645187,3,Customer 1167,33,Address 1167,-0.6278000930895099,2022-06-16,0,546,Location 2846
123,0.6163264843602928,1330,2022-01-06 02:00:00,2169,1,0.807878133283378,-0.7727800200548874,2,Customer 1330,63,Address 1330,1.204491484234158,2022-11-26,1,102,Location 2169
124,-1.1519183055011086,1171,2022-01-06 03:00:00,2948,0,-0.11944233833478657,-0.2725982045787621,4,Customer 1171,22,Address 1171,-0.426867915154575,2022-06-20,0,617,Location 2948
125,1.3093360127459175,1749,2022-01-06 04:00:00,2148,0,1.0449863097271261,1.0399598112200852,3,Customer 1749,44,Address 1749,-0.9377852318569374,2024-01-19,0,90,Location 2148
126,-0.0076613376346176204,1069,2022-01-06 05:00:00,2226,0,0.15997906854746005,-0.29329291246454453,2,Customer 1069,38,Address 1069,1.0426752261337795,2022-03-10,0,139,Location 2226
127,0.0036187070679751343,1569,2022-01-06 06:00:00,2390,0,1.2987277839534894,0.18983304936815604,2,Customer 1569,31,Address 1569,0.25538361801105713,2023-07-23,0,249,Location 2390
128,-0.6463026393986273,1537,2022-01-06 07:00:00,2637,0,1.0749217294437317,0.5426069580791915,0,Customer 1537,37,Address 1537,-1.484015921615739,2023-06-21,0,407,Location 2637
129,-0.22036646795551953,1425,2022-01-06 08:00:00,2461,0,1.4335674304046924,1.295476019268519,0,Customer 1425,56,Address 1425,0.2860994901444263,2023-03-01,0,288,Location 2461
130,-1.7128682671016477,1761,2022-01-06 09:00:00,2928,0,-0.08081386370895213,0.397067666530586,2,Customer 1761,21,Address 1761,-1.1268181715110344,2024-01-31,0,602,Location 2928
131,0.821990687726366,1458,2022-01-06 10:00:00,2901,0,-0.4903951915358548,0.17913444120652844,2,Customer 1458,35,Address 1458,0.9066704334218537,2023-04-03,0,584,Location 2901
132,0.3845726552360504,1588,2022-01-06 11:00:00,2588,0,-1.0939968098376327,-1.0332029781460645,0,Customer 1588,27,Address 1588,0.8701896560995227,2023-08-11,0,375,Location 2588
133,1.475554894778695,1418,2022-01-06 12:00:00,2717,0,0.708020441206696,-1.5314965601662667,3,Customer 1418,19,Address 1418,0.003605607759463441,2023-02-22,0,458,Location 2717
134,-0.8617479624371024,1299,2022-01-06 13:00:00,2511,0,0.9681813304434966,0.6348121674198266,0,Customer 1299,31,Address 1299,-0.41504435567868775,2022-10-26,0,326,Location 2511
135,-1.6294163722156532,1822,2022-01-06 14:00:00,2077,0,-0.17500009436788475,-0.48727056886798326,4,Customer 1822,44,Address 1822,1.1372924184077093,2024-04-01,0,45,Location 2077
136,0.6171087982250013,1152,2022-01-06 15:00:00,2921,0,0.7851214169461197,0.6729013980686116,4,Customer 1152,55,Address 1152,0.6137751221612417,2022-06-01,0,598,Location 2921
137,1.012771020673947,1667,2022-01-06 16:00:00,2639,0,1.009614907793098,-1.1308147852064103,2,Customer 1667,35,Address 1667,-0.6377239093059093,2023-10-29,0,409,Location 2639
138,-0.6213305286675216,1669,2022-01-06 17:00:00,2548,0,0.4684651183692202,-1.3350148258373733,1,Customer 1669,44,Address 1669,-0.4825493824271987,2023-10-31,0,350,Location 2548
139,-1.7243915350096535,1169,2022-01-06 18:00:00,2338,0,1.6057147965227887,-1.48098195158521,1,Customer 1169,30,Address 1169,-0.6674190528995272,2022-06-18,0,216,Location 2338
140,-0.7364282042902517,1574,2022-01-06 19:00:00,2180,0,-0.4389421478998094,1.004158180629472,4,Customer 1574,55,Address 1574,-0.0686258685159081,2023-07-28,0,110,Location 2180
141,0.24020033381557984,1019,2022-01-06 20:00:00,2209,0,-0.3560760902224836,0.6202459509690582,3,Customer 1019,37,Address 1019,-0.7552324101367359,2022-01-19,0,129,Location 2209
142,0.7805942681112391,1017,2022-01-06 21:00:00,2919,0,-0.20537808635735533,0.1025337993601492,2,Customer 1017,21,Address 1017,-0.21126539952084342,2022-01-17,0,596,Location 2919
143,1.2403719781326046,1150,2022-01-06 22:00:00,2573,0,0.6580004216768492,-1.678550580454293,1,Customer 1150,52,Address 1150,0.6937227718734289,2022-05-30,0,366,Location 2573
144,-0.43134761952104805,1087,2022-01-06 23:00:00,2954,0,0.5649951056986475,-0.7908218039865837,1,Customer 1087,28,Address 1087,-1.0950673313434562,2022-03-28,0,621,Location 2954
145,-0.377127707116716,1129,2022-01-07 00:00:00,2936,0,-1.422263868482016,0.961717809023492,1,Customer 1129,39,Address 1129,-0.5195946543610583,2022-05-09,0,609,Location 2936
146,1.2282385278812178,1234,2022-01-07 01:00:00,2011,0,-0.8428588327682581,-1.3733130900760135,0,Customer 1234,18,Address 1234,0.4024973833472387,2022-08-22,0,6,Location 2011
