TransactionID,Amount,CustomerID,Timestamp,MerchantID,FraudIndicator,TransactionAmount,AnomalyScore,Category,Name,Age,Address,AccountBalance,LastLogin,SuspiciousFlag,MerchantName,Location
16,20.735039147246727,1463,2022-01-01 15:00:00,2640,0,47.62737483292299,0.4559473695840319,Other,Customer 1463,46,Address 1463,1847.3263923843544,2023-04-08,0,Merchant 2640,Location 2640
17,44.545118851072075,1962,2022-01-01 16:00:00,2858,0,83.80043412877465,0.0786169688869532,Other,Customer 1962,39,Address 1962,7989.117483166383,2024-08-19,0,Merchant 2858,Location 2858
18,27.05493666999777,1854,2022-01-01 17:00:00,2479,0,67.01973545243015,0.5328202953043202,Travel,Customer 1854,57,Address 1854,9960.172528289351,2024-05-03,0,Merchant 2479,Location 2479
19,13.615519156393288,1651,2022-01-01 18:00:00,2470,1,79.67952921186595,0.2520122859524184,Food,Customer 1651,58,Address 1651,8326.14998923507,2023-10-13,0,Merchant 2470,Location 2470
20,20.80228963510888,1715,2022-01-01 19:00:00,2933,0,23.12632324762183,0.2791586079368224,Travel,Customer 1715,57,Address 1715,9103.487493642171,2023-12-16,0,Merchant 2933,Location 2933
21,36.04360521851923,1724,2022-01-01 20:00:00,2835,0,60.70535435436163,0.6759407120991201,Travel,Customer 1724,32,Address 1724,8830.49151334518,2023-12-25,0,Merchant 2835,Location 2835
22,99.1004273987159,1117,2022-01-01 21:00:00,2220,0,53.84670686845873,0.1242284781235212,Online,Customer 1117,52,Address 1117,7288.036637655037,2022-04-27,0,Merchant 2220,Location 2220
23,85.4201781893225,1613,2022-01-01 22:00:00,2465,0,15.579538194663694,0.1953263896357612,Travel,Customer 1613,21,Address 1613,8486.464783345322,2023-09-05,0,Merchant 2465,Location 2465
24,84.05328458627297,1643,2022-01-01 23:00:00,2480,0,13.386777836538998,0.6172898016719134,Retail,Customer 1643,52,Address 1643,7833.796203088414,2023-10-05,0,Merchant 2480,Location 2480
25,50.258612452465634,1788,2022-01-02 00:00:00,2305,0,98.4640558012606,0.2443530379310863,Travel,Customer 1788,27,Address 1788,4384.800511892174,2024-02-27,0,Merchant 2305,Location 2305
26,52.593928648769634,1251,2022-01-02 01:00:00,2753,0,95.19370554798026,0.4870702896864038,Other,Customer 1251,34,Address 1251,1820.9385858995977,2022-09-08,0,Merchant 2753,Location 2753
27,20.48932094343152,1960,2022-01-02 02:00:00,2301,0,77.5092196540028,0.4227359977610908,Other,Customer 1960,34,Address 1960,9934.498596865016,2024-08-17,0,Merchant 2301,Location 2301
28,12.397442736592344,1187,2022-01-02 03:00:00,2914,0,51.77113770450813,0.838064383449069,Online,Customer 1187,46,Address 1187,4845.969183660771,2022-07-06,0,Merchant 2914,Location 2914
29,25.334803493141827,1121,2022-01-02 04:00:00,2322,0,73.08040768249539,0.4633405713676668,Other,Customer 1121,23,Address 1121,4584.987687518285,2022-05-01,0,Merchant 2322,Location 2322
30,70.07512697850342,1117,2022-01-02 05:00:00,2932,0,83.8842181328395,0.6466000102947055,Retail,Customer 1117,52,Address 1117,7288.036637655037,2022-04-27,0,Merchant 2932,Location 2932
31,92.6193029775784,1475,2022-01-02 06:00:00,2951,0,59.9638046074686,0.0286451504049212,Food,Customer 1475,25,Address 1475,2805.3119964226125,2023-04-20,0,Merchant 2951,Location 2951
32,77.7269441692719,1993,2022-01-02 07:00:00,2313,0,64.82555289198555,0.1139557066719609,Online,Customer 1993,60,Address 1993,8330.438296145094,2024-09-19,0,Merchant 2313,Location 2313
33,59.3509900357369,1030,2022-01-02 08:00:00,2693,0,16.31638922256401,0.7904919847795615,Other,Customer 1030,54,Address 1030,3767.55788843177,2022-01-30,0,Merchant 2693,Location 2693
34,61.34763595275774,1116,2022-01-02 09:00:00,2686,0,74.89233384628318,0.496141397087933,Retail,Customer 1116,22,Address 1116,3038.9096068718372,2022-04-26,0,Merchant 2686,Location 2686
35,60.474016327912075,1676,2022-01-02 10:00:00,2173,0,63.48108383812917,0.0234248603939667,Online,Customer 1676,38,Address 1676,7624.565426838614,2023-11-07,0,Merchant 2173,Location 2173
36,42.20773347952953,1547,2022-01-02 11:00:00,2674,0,55.0748944700021,0.1056184269218054,Retail,Customer 1547,31,Address 1547,6742.168051456645,2023-07-01,0,Merchant 2674,Location 2674
37,71.26856791663724,1527,2022-01-02 12:00:00,2832,0,15.85588970150042,0.1173613685668951,Food,Customer 1527,59,Address 1527,3545.727576422631,2023-06-11,0,Merchant 2832,Location 2832
38,46.214982406953474,1087,2022-01-02 13:00:00,2967,0,35.25955889294103,0.682579996111541,Retail,Customer 1087,28,Address 1087,2934.8098384758123,2022-03-28,0,Merchant 2967,Location 2967
39,14.63168948637222,1207,2022-01-02 14:00:00,2201,0,53.30527210965001,0.9384845538305628,Other,Customer 1207,38,Address 1207,5655.630625853387,2022-07-26,0,Merchant 2201,Location 2201
40,80.53777562959479,1038,2022-01-02 15:00:00,2995,0,89.31329987617828,0.5326091267272046,Other,Customer 1038,62,Address 1038,5402.920850264518,2022-02-07,0,Merchant 2995,Location 2995
41,47.874851353915766,1800,2022-01-02 16:00:00,2596,0,13.156789554321756,0.3194777655854669,Other,Customer 1800,58,Address 1800,6631.372808065945,2024-03-10,0,Merchant 2596,Location 2596
42,85.10981610829299,1510,2022-01-02 17:00:00,2518,0,39.31008128591371,0.2149458399121594,Retail,Customer 1510,53,Address 1510,7685.510723404021,2023-05-25,0,Merchant 2518,Location 2518
43,55.81926585658818,1104,2022-01-02 18:00:00,2910,0,62.40210028810944,0.5672705382841227,Online,Customer 1104,52,Address 1104,1693.073845531838,2022-04-14,0,Merchant 2910,Location 2910
44,86.97191973785533,2000,2022-01-02 19:00:00,2423,0,88.11638357233643,0.7663300041347579,Food,Customer 2000,42,Address 2000,4853.024379784787,2024-09-26,0,Merchant 2423,Location 2423
45,69.75758075212585,1644,2022-01-02 20:00:00,2364,0,29.203181435601817,0.7076318867164036,Online,Customer 1644,51,Address 1644,3307.317156281388,2023-10-06,1,Merchant 2364,Location 2364
46,79.35791579481321,1238,2022-01-02 21:00:00,2274,0,15.0314207539817,0.9923378496402676,Online,Customer 1238,38,Address 1238,8228.897853132457,2022-08-26,0,Merchant 2274,Location 2274
47,72.74250983074938,1759,2022-01-02 22:00:00,2639,0,64.0550437068745,0.531697063932589,Food,Customer 1759,33,Address 1759,6608.386988413693,2024-01-29,0,Merchant 2639,Location 2639
48,17.6405694778187,1994,2022-01-02 23:00:00,2233,0,37.31484596425175,0.0322402678558125,Travel,Customer 1994,63,Address 1994,8791.304688526334,2024-09-20,0,Merchant 2233,Location 2233
49,30.793728080558463,1752,2022-01-03 00:00:00,2239,1,11.93959323128237,0.0061201141369274,Other,Customer 1752,46,Address 1752,6552.420255282427,2024-01-22,0,Merchant 2239,Location 2239
50,61.35297940106928,1415,2022-01-03 01:00:00,2946,0,17.91599331862236,0.0447252918925693,Online,Customer 1415,57,Address 1415,9258.31269753691,2023-02-19,0,Merchant 2946,Location 2946
51,42.07616320785515,1044,2022-01-03 02:00:00,2638,0,28.42012347274126,0.9181560081146742,Retail,Customer 1044,22,Address 1044,5084.274000658554,2022-02-13,0,Merchant 2638,Location 2638
52,90.81333790562653,1374,2022-01-03 03:00:00,2770,0,95.91411492767848,0.0555455780239428,Retail,Customer 1374,47,Address 1374,2897.001043526318,2023-01-09,0,Merchant 2770,Location 2770
53,42.08401695356378,1345,2022-01-03 04:00:00,2262,0,44.00543975418234,0.5687201877502441,Food,Customer 1345,52,Address 1345,7264.807041213747,2022-12-11,0,Merchant 2262,Location 2262
54,87.77609114158098,1680,2022-01-03 05:00:00,2920,0,39.083675731208,0.1116274550577005,Online,Customer 1680,43,Address 1680,1308.3817367590414,2023-11-11,0,Merchant 2920,Location 2920
55,62.13088122838467,1043,2022-01-03 06:00:00,2312,0,79.91319162474862,0.6294201752731601,Other,Customer 1043,25,Address 1043,8236.476448026788,2022-02-12,0,Merchant 2312,Location 2312
56,83.1517552203441,1611,2022-01-03 07:00:00,2292,0,99.39547482554184,0.5047562252447003,Retail,Customer 1611,21,Address 1611,3612.869037587848,2023-09-03,0,Merchant 2292,Location 2292
57,49.723786313021925,1704,2022-01-03 08:00:00,2082,0,98.02129252071374,0.7124860792029184,Travel,Customer 1704,23,Address 1704,1670.4930903743175,2023-12-05,0,Merchant 2082,Location 2082
58,13.081741283544147,1405,2022-01-03 09:00:00,2921,0,85.97846399845285,0.6232913655459015,Food,Customer 1405,59,Address 1405,9246.516979425342,2023-02-09,0,Merchant 2921,Location 2921
59,28.62756065487808,1161,2022-01-03 10:00:00,2033,0,61.369965594477215,0.6889460878176792,Food,Customer 1161,55,Address 1161,7545.026042634955,2022-06-10,0,Merchant 2033,Location 2033
60,82.91599923239106,1336,2022-01-03 11:00:00,2479,0,56.39017672096056,0.7012128117494796,Retail,Customer 1336,42,Address 1336,9996.99152465927,2022-12-02,0,Merchant 2479,Location 2479
61,76.11459127700137,1714,2022-01-03 12:00:00,2684,0,52.224587954587946,0.3817522806168361,Travel,Customer 1714,36,Address 1714,8792.09709915188,2023-12-15,0,Merchant 2684,Location 2684
62,66.56159118369223,1865,2022-01-03 13:00:00,2234,0,88.00863507425593,0.4478817547460879,Travel,Customer 1865,45,Address 1865,4468.344079407905,2024-05-14,0,Merchant 2234,Location 2234
63,50.51711429707575,1702,2022-01-03 14:00:00,2286,0,22.41233395120337,0.7690132128559298,Other,Customer 1702,32,Address 1702,4756.907985455394,2023-12-03,0,Merchant 2286,Location 2286
64,55.162744952494926,1483,2022-01-03 15:00:00,2131,0,10.967550794864708,0.3391291866143247,Online,Customer 1483,56,Address 1483,7541.198868921577,2023-04-28,0,Merchant 2131,Location 2131
65,78.33451388591148,1139,2022-01-03 16:00:00,2195,0,74.80049283184198,0.0951938957139624,Other,Customer 1139,21,Address 1139,3039.5142047755826,2022-05-19,0,Merchant 2195,Location 2195
66,51.414487978898904,1108,2022-01-03 17:00:00,2561,0,16.34857049322759,0.1072906870387059,Other,Customer 1108,33,Address 1108,7794.946321991311,2022-04-18,0,Merchant 2561,Location 2561
67,81.34788954135908,1056,2022-01-03 18:00:00,2171,0,59.48591943885853,0.169625926112435,Retail,Customer 1056,46,Address 1056,3507.492645445045,2022-02-25,0,Merchant 2171,Location 2171
68,95.23140544260824,1548,2022-01-03 19:00:00,2781,0,64.68870798615711,0.5467204678243731,Other,Customer 1548,29,Address 1548,4483.156300402189,2023-07-02,0,Merchant 2781,Location 2781
69,87.15831942631942,1887,2022-01-03 20:00:00,2038,0,40.11881406202277,0.7132956071476505,Retail,Customer 1887,40,Address 1887,3976.339147069369,2024-06-05,0,Merchant 2038,Location 2038
70,78.69681169305915,1897,2022-01-03 21:00:00,2475,0,33.18694249951406,0.2189393885632597,Other,Customer 1897,27,Address 1897,2518.7388735597933,2024-06-15,0,Merchant 2475,Location 2475
71,23.806236820227436,1154,2022-01-03 22:00:00,2487,0,64.24073572319557,0.5521439297775538,Online,Customer 1154,48,Address 1154,5544.569288667391,2022-06-03,0,Merchant 2487,Location 2487
72,57.31615922446038,1286,2022-01-03 23:00:00,2495,1,53.91674221753586,0.1617728586912705,Online,Customer 1286,19,Address 1286,7665.932450291637,2022-10-13,0,Merchant 2495,Location 2495
73,67.92604330939866,1149,2022-01-04 00:00:00,2200,0,55.60426363765741,0.6860135687546838,Travel,Customer 1149,34,Address 1149,7990.335619571962,2022-05-29,0,Merchant 2200,Location 2200
74,16.26344880319616,1158,2022-01-04 01:00:00,2296,0,95.54621197153052,0.957373586986144,Travel,Customer 1158,50,Address 1158,5037.207239014824,2022-06-07,0,Merchant 2296,Location 2296
75,13.42002255353782,1606,2022-01-04 02:00:00,2872,0,25.73509604902587,0.7842947190605576,Other,Customer 1606,60,Address 1606,4152.721122244118,2023-08-29,0,Merchant 2872,Location 2872
76,42.76855554669151,1422,2022-01-04 03:00:00,2036,0,92.0899205881348,0.4885878004048138,Food,Customer 1422,32,Address 1422,6987.997844391333,2023-02-26,0,Merchant 2036,Location 2036
77,41.21158341874049,1007,2022-01-04 04:00:00,2753,0,66.15215047728688,0.2178905074792401,Travel,Customer 1007,33,Address 1007,2957.760054296896,2022-01-07,0,Merchant 2753,Location 2753
78,58.13859005804491,1985,2022-01-04 05:00:00,2116,0,70.84820400902817,0.3941309112302433,Other,Customer 1985,47,Address 1985,3816.962495092046,2024-09-11,0,Merchant 2116,Location 2116
79,14.634664157422302,1776,2022-01-04 06:00:00,2203,0,65.46874682566187,0.6085123427185402,Online,Customer 1776,31,Address 1776,3715.769255207644,2024-02-15,0,Merchant 2203,Location 2203
80,19.137591520992626,1159,2022-01-04 07:00:00,2083,0,25.27309509866829,0.0255585901176547,Retail,Customer 1159,54,Address 1159,5766.570781258057,2022-06-08,0,Merchant 2083,Location 2083
81,29.83486576041774,1493,2022-01-04 08:00:00,2552,0,54.43074953579532,0.2007991959678334,Travel,Customer 1493,44,Address 1493,5703.042829615882,2023-05-08,0,Merchant 2552,Location 2552
82,38.43137755298227,1322,2022-01-04 09:00:00,2282,0,89.92128590628081,0.084979207388952,Online,Customer 1322,29,Address 1322,9411.508716680992,2022-11-18,0,Merchant 2282,Location 2282
83,18.110761868902294,1731,2022-01-04 10:00:00,2610,0,70.5533611534697,0.0148769296562688,Food,Customer 1731,62,Address 1731,5275.9454658434415,2024-01-01,0,Merchant 2610,Location 2610
84,22.97242859349798,1876,2022-01-04 11:00:00,2901,0,11.760532784436789,0.8500908746590535,Online,Customer 1876,31,Address 1876,8278.713188445914,2024-05-25,0,Merchant 2901,Location 2901
85,22.452892880995172,1920,2022-01-04 12:00:00,2323,0,47.90428072026375,0.8858380254109788,Retail,Customer 1920,33,Address 1920,3434.6128749564655,2024-07-08,0,Merchant 2323,Location 2323
86,70.51131966791718,1618,2022-01-04 13:00:00,2534,0,30.12257414785566,0.6619170473823522,Retail,Customer 1618,27,Address 1618,6741.429339282374,2023-09-10,0,Merchant 2534,Location 2534
87,78.55221406635722,1054,2022-01-04 14:00:00,2586,0,59.06169368651467,0.7086399710261254,Retail,Customer 1054,27,Address 1054,2873.839987462341,2022-02-23,0,Merchant 2586,Location 2586
88,35.601241841950866,1886,2022-01-04 15:00:00,2882,0,61.030450747630056,0.0365564379848128,Travel,Customer 1886,37,Address 1886,9467.31225148779,2024-06-04,0,Merchant 2882,Location 2882
89,26.00722367933592,1071,2022-01-04 16:00:00,2055,0,77.76328614592758,0.4402907533266011,Retail,Customer 1071,64,Address 1071,4962.2835268630315,2022-03-12,0,Merchant 2055,Location 2055
90,85.36034193563887,1975,2022-01-04 17:00:00,2622,0,49.16020343383616,0.0002337072005655,Retail,Customer 1975,51,Address 1975,8710.760047285832,2024-09-01,0,Merchant 2622,Location 2622
91,48.09673926087099,1726,2022-01-04 18:00:00,2140,0,70.28777110281193,0.5325805700018359,Online,Customer 1726,23,Address 1726,9885.267204374808,2023-12-27,0,Merchant 2140,Location 2140
92,29.03410939854033,1435,2022-01-04 19:00:00,2010,0,33.838420642486625,0.1103865196909265,Food,Customer 1435,35,Address 1435,8804.517944437239,2023-03-11,0,Merchant 2010,Location 2010
93,98.14685940247114,1684,2022-01-04 20:00:00,2111,0,49.22333118633592,0.190179868627074,Travel,Customer 1684,43,Address 1684,7560.730128542115,2023-11-15,0,Merchant 2111,Location 2111
94,79.77488953148558,1277,2022-01-04 21:00:00,2680,0,85.86740383135798,0.4604078745218216,Travel,Customer 1277,22,Address 1277,5042.199848161743,2022-10-04,0,Merchant 2680,Location 2680
95,50.39592040108388,1828,2022-01-04 22:00:00,2600,1,72.2881408132906,0.6351498923024964,Other,Customer 1828,62,Address 1828,2077.514821107271,2024-04-07,0,Merchant 2600,Location 2600
96,98.5026858539832,1466,2022-01-04 23:00:00,2054,0,26.196351691755417,0.495002454686524,Retail,Customer 1466,41,Address 1466,2569.1292344962367,2023-04-11,0,Merchant 2054,Location 2054
97,18.16684546592576,1922,2022-01-05 00:00:00,2432,0,90.0778270615524,0.3040718787901955,Other,Customer 1922,46,Address 1922,5101.105372122595,2024-07-10,0,Merchant 2432,Location 2432
98,55.88720399193835,1183,2022-01-05 01:00:00,2346,0,21.111193667562578,0.291574943975321,Other,Customer 1183,40,Address 1183,7149.964405144897,2022-07-02,0,Merchant 2346,Location 2346
99,76.84342858021311,1866,2022-01-05 02:00:00,2299,0,15.152685241543288,0.2419476642350824,Online,Customer 1866,35,Address 1866,9510.171443616422,2024-05-15,0,Merchant 2299,Location 2299
100,13.097222776355888,1514,2022-01-05 03:00:00,2027,0,94.0073412618988,0.3374859941376362,Other,Customer 1514,20,Address 1514,2045.0579963089228,2023-05-29,0,Merchant 2027,Location 2027
101,58.92390637798005,1023,2022-01-05 04:00:00,2433,0,88.98436112503889,0.9603976293466876,Food,Customer 1023,34,Address 1023,9545.47486907634,2022-01-23,0,Merchant 2433,Location 2433
102,61.65899469709107,1012,2022-01-05 05:00:00,2736,0,97.48688179907796,0.2645800599183321,Online,Customer 1012,45,Address 1012,2706.148887561668,2022-01-12,0,Merchant 2736,Location 2736
103,12.458635265316776,1585,2022-01-05 06:00:00,2744,0,83.76810174234359,0.3332819881973068,Retail,Customer 1585,37,Address 1585,7900.2424003291135,2023-08-08,0,Merchant 2744,Location 2744
104,16.651042272403856,1914,2022-01-05 07:00:00,2433,0,93.56933968320736,0.3398523619032424,Travel,Customer 1914,18,Address 1914,6131.253862602764,2024-07-02,0,Merchant 2433,Location 2433
105,64.1798875377491,1979,2022-01-05 08:00:00,2453,0,39.7071103789509,0.2223044794557515,Other,Customer 1979,20,Address 1979,8722.686489131847,2024-09-05,0,Merchant 2453,Location 2453
106,13.915099886609262,1995,2022-01-05 09:00:00,2154,0,54.89026403662322,0.4215635124057515,Travel,Customer 1995,38,Address 1995,2240.5177992933877,2024-09-21,0,Merchant 2154,Location 2154
107,58.084975288492096,1359,2022-01-05 10:00:00,2908,0,85.92834801769118,0.3664545518768669,Online,Customer 1359,53,Address 1359,8430.98651867882,2022-12-25,0,Merchant 2908,Location 2908
108,96.8105858612092,1609,2022-01-05 11:00:00,2967,0,64.58967531386853,0.8913273664664983,Online,Customer 1609,29,Address 1609,7085.442721000245,2023-09-01,0,Merchant 2967,Location 2967
109,48.737959254294935,1796,2022-01-05 12:00:00,2508,0,66.51437179940578,0.7824277459451286,Food,Customer 1796,33,Address 1796,5588.049941710766,2024-03-06,0,Merchant 2508,Location 2508
110,44.24378825471623,1685,2022-01-05 13:00:00,2580,0,57.44211218746886,0.0063315156706293,Other,Customer 1685,18,Address 1685,3046.120484791152,2023-11-16,0,Merchant 2580,Location 2580
111,22.586047991269297,1961,2022-01-05 14:00:00,2570,0,10.625085325396435,0.6864802438144277,Retail,Customer 1961,47,Address 1961,3454.6485309782306,2024-08-18,0,Merchant 2570,Location 2570
112,40.47944601842122,1740,2022-01-05 15:00:00,2493,0,21.310132757865613,0.290569092728993,Other,Customer 1740,19,Address 1740,1783.739009166993,2024-01-10,0,Merchant 2493,Location 2493
113,74.4439571243902,1836,2022-01-05 16:00:00,2628,0,31.089658414406184,0.3787730482978894,Online,Customer 1836,47,Address 1836,4018.773274033155,2024-04-15,0,Merchant 2628,Location 2628
114,77.57986716270221,1120,2022-01-05 17:00:00,2240,0,97.86479106596292,0.8384719464730573,Travel,Customer 1120,47,Address 1120,7450.419004134611,2022-04-30,0,Merchant 2240,Location 2240
115,40.639791804979716,1841,2022-01-05 18:00:00,2941,0,20.93135754622178,0.8548717198256173,Retail,Customer 1841,22,Address 1841,9319.481714172363,2024-04-20,0,Merchant 2941,Location 2941
116,62.921911545133966,1930,2022-01-05 19:00:00,2507,0,84.66984069219563,0.4309100079096375,Food,Customer 1930,61,Address 1930,1111.7721667693309,2024-07-18,0,Merchant 2507,Location 2507
117,43.703637424561194,1423,2022-01-05 20:00:00,2128,0,75.34393386371227,0.8626867847533091,Travel,Customer 1423,40,Address 1423,7025.452026763664,2023-02-27,0,Merchant 2128,Location 2128
118,56.60485656715163,1575,2022-01-05 21:00:00,2428,0,31.029962233485527,0.9230146888184372,Retail,Customer 1575,21,Address 1575,7192.646432329213,2023-07-29,0,Merchant 2428,Location 2428
119,17.72987462635209,1780,2022-01-05 22:00:00,2572,1,19.527907375407104,0.8521427323660469,Retail,Customer 1780,48,Address 1780,8473.630815815763,2024-02-19,0,Merchant 2572,Location 2572
120,68.83486745284134,1894,2022-01-05 23:00:00,2304,0,82.48672259028618,0.0428071189562689,Retail,Customer 1894,26,Address 1894,9728.588504180754,2024-06-12,0,Merchant 2304,Location 2304
121,32.34210737065556,1240,2022-01-06 00:00:00,2794,0,95.08638384399995,0.7459715350697309,Retail,Customer 1240,43,Address 1240,1883.4867347636705,2022-08-28,0,Merchant 2794,Location 2794
122,87.56655197793899,1167,2022-01-06 01:00:00,2846,0,48.77567691066048,0.5893665589856495,Retail,Customer 1167,33,Address 1167,4121.316624748486,2022-06-16,0,Merchant 2846,Location 2846
123,70.83894725546456,1330,2022-01-06 02:00:00,2169,1,76.92373657516502,0.269505804949578,Other,Customer 1330,63,Address 1330,8773.956940488475,2022-11-26,1,Merchant 2169,Location 2169
124,26.529790933426444,1171,2022-01-06 03:00:00,2948,0,52.738703327766736,0.4136975064344618,Travel,Customer 1171,22,Address 1171,4631.532991706319,2022-06-20,0,Merchant 2948,Location 2948
125,88.20456750327392,1749,2022-01-06 04:00:00,2148,0,83.10764958693693,0.7920798620894777,Retail,Customer 1749,44,Address 1749,3334.187888384263,2024-01-19,0,Merchant 2148,Location 2148
126,55.20289159939914,1069,2022-01-06 05:00:00,2226,0,60.02616890446173,0.407731665515309,Other,Customer 1069,38,Address 1069,8363.065543345401,2022-03-10,0,Merchant 2226,Location 2226
127,55.48555001123924,1569,2022-01-06 06:00:00,2390,0,89.72536824864176,0.5470065298001408,Other,Customer 1569,31,Address 1569,6363.937936403128,2023-07-23,0,Merchant 2390,Location 2390
128,39.19964508295418,1537,2022-01-06 07:00:00,2637,0,83.8883819694083,0.6487036898380295,Food,Customer 1537,37,Address 1537,1947.17341955263,2023-06-21,0,Merchant 2637,Location 2637
129,49.87286889896349,1425,2022-01-06 08:00:00,2461,0,93.2420611636587,0.8657397106795307,Food,Customer 1425,56,Address 1425,6441.933112929328,2023-03-01,0,Merchant 2461,Location 2461
130,12.473355037269908,1761,2022-01-06 09:00:00,2928,0,53.74615541333524,0.6067478301246536,Other,Customer 1761,21,Address 1761,2854.1866227984992,2024-01-31,0,Merchant 2928,Location 2928
131,75.99253650342669,1458,2022-01-06 10:00:00,2901,0,43.06404676353721,0.5439223502745882,Other,Customer 1458,35,Address 1458,8017.715824154072,2023-04-03,0,Merchant 2901,Location 2901
132,65.03159710701489,1588,2022-01-06 11:00:00,2588,0,27.32178111362836,0.1944314454446276,Food,Customer 1588,27,Address 1588,7925.082131230957,2023-08-11,0,Merchant 2588,Location 2588
133,92.36972521780169,1418,2022-01-06 12:00:00,2717,0,74.31939247105099,0.0507840812114911,Retail,Customer 1418,19,Address 1418,5724.611458231782,2023-02-22,0,Merchant 2717,Location 2717
134,33.800957892074884,1299,2022-01-06 13:00:00,2511,0,81.10453304374346,0.6752844762825353,Food,Customer 1299,31,Address 1299,4661.555925923707,2022-10-26,0,Merchant 2511,Location 2511
135,14.56451519624522,1822,2022-01-06 14:00:00,2077,0,51.28972617484501,0.3518120629599117,Travel,Customer 1822,44,Address 1822,8603.321935277745,2024-04-01,0,Merchant 2077,Location 2077
136,70.85855068793218,1152,2022-01-06 15:00:00,2921,0,76.33022876630817,0.6862647854532525,Travel,Customer 1152,55,Address 1152,7273.982375653035,2022-06-01,0,Merchant 2921,Location 2921
137,80.77316169978734,1667,2022-01-06 16:00:00,2639,0,82.1851437672511,0.166292052708713,Other,Customer 1667,35,Address 1667,4096.117607307247,2023-10-29,0,Merchant 2639,Location 2639
138,39.8254029895631,1669,2022-01-06 17:00:00,2548,0,68.07165652135744,0.107425555785323,Online,Customer 1669,44,Address 1669,4490.144010455546,2023-10-31,0,Merchant 2548,Location 2548
139,12.184601872547413,1169,2022-01-06 18:00:00,2338,0,97.73176014092073,0.0653463606382471,Online,Customer 1169,30,Address 1169,4020.714312343048,2022-06-18,0,Merchant 2338,Location 2338
140,36.9412542954954,1574,2022-01-06 19:00:00,2180,0,44.4059707359975,0.7817590190058886,Travel,Customer 1574,55,Address 1574,5541.1979214653875,2023-07-28,0,Merchant 2180,Location 2180
141,61.41387641863861,1019,2022-01-06 20:00:00,2209,0,46.56716357207259,0.671085348147031,Retail,Customer 1019,37,Address 1019,3797.734535980662,2022-01-19,0,Merchant 2209,Location 2209
